,Unnamed: 0,address,AWB,names,product_id,EDD,lat,lng
173,173,"10/3, Devarabeesanahali, Outer Ring Road, Opposite Embassy Tech Park, Marathahalli, Bangalore",86439214657,Lola Lomago,SKU_66,11-02-2023,12.9267407,77.6895485
174,174,"Shop 37, 3rd Cross, Outer Ring Road, Kadubisnahalli, Marathahalli, Bangalore",48712626536,Gary Nelson,SKU_7,07-02-2023,12.9389269,77.6946805
175,175,"2nd Floor, All Season Super Market Building, Panathur Road, Kadubeesanahalli, Panathur, Marathahalli, Bangalore",79263517463,Willie Kirkwood,SKU_127,8-02-2023,12.9355432,77.7057337
176,176,"89/1, Tulasi Theater Road, Near SBR Palace, Marathahalli, Bangalore",98486281871,Terry Sanabria,SKU_150,8-02-2023,12.9499232,77.6976686
177,177,"20/5, Narayanswamy Building, Kadubeesanahalli Bridge, Outer Ring Road, Kadubeesanahalli, Marathahalli, Bangalore",48552195740,Barbara Capehart,SKU_42,07-02-2023,12.9394137,77.6952031
178,178,"90/4, Above Sony Centre, Opposite Park Plaza, Outer Ring Road, Marathahalli, Bangalore",51656603551,Patrick Gilliam,SKU_55,09-02-2023,12.9502139,77.6989321
179,179,"Kadubeesanahalli, Near Aricent Technologies, Marathahalli, Bangalore",19455702296,John Granderson,SKU_140,8-02-2023,12.9394137,77.6952031
180,180,"94/2, Panathur Railway Station Road, Opp to JP Morgan (Outer Ring Road), Munnireddy Layout, Panathur, Bangalore",98312518779,Patricia Haislip,SKU_120,10-02-2023,12.9413202,77.70326
181,181,"89/1, Service Road, Marathahalli, Bangalore",55026656606,Carolyn Buchan,SKU_139,09-02-2023,12.9503914,77.69867599999999
182,182,"88, KBR Complex, More Mega Store, Marathahalli, Bangalore",73406214406,Jane Jones,SKU_148,11-02-2023,12.9708994,77.69874930000002
183,183,"Panathur Main Road, Kadubeesanahalli, Marathahalli, Bangalore",47015403024,Anita Valdez,SKU_112,8-02-2023,12.9371558,77.7023374
184,184,"127, Kadubisannhalli, Panathur Main Road, Marathahalli, Bangalore",45180804640,Carrie Lumpkin,SKU_77,10-02-2023,12.9324386,77.7081077
185,185,"Ground Floor, Vims Hospital Buidling, Opposite to More, Marathahalli, Bangalore",31203804545,Katie Kochevar,SKU_61,09-02-2023,12.9483018,77.69946519999999
186,186,"77 Town Center, Yemalur Road, Marathahalli Village, Marathahalli, Bangalore",66199582549,Rose Lau,SKU_79,11-02-2023,12.9486582,77.6899712
187,187,"Near Madurai Idly, SGR Dental College Road, CKB Layout, Chandra Layout, Marathahalli, Bengalore",16213830807,Adam Shelquist,SKU_127,8-02-2023,12.9532395,77.70156639999999
188,188,"Ground Floor, More Megastore, Service Road, Marathahalli, Bangalore",13002857017,Ivan Kinley,SKU_62,09-02-2023,12.9482807,77.6983956
189,189,"88, Outer Ring Road, Next To More Mega Store, Marathahalli, Bangalore",15691083877,Kevin Schneider,SKU_97,11-02-2023,12.956924,77.701127
190,190,"88, 1st Floor, VIMS Hospital Building, Outer Ring Road, Marathahalli, Bangalore",62758300340,Mary Duffy,SKU_90,8-02-2023,12.9483018,77.69946519999999
191,191,"Ikon Building, Next to Sony Centre, Outer Ring Road, Marathahalli",54016008457,James Allen,SKU_102,07-02-2023,12.9577656,77.7011709
192,192,"3, Srinivasa Nilayam, Vidya Vikas School Road, Panathur New Extension, Kaverappa Layout, Marathahalli, Bangalore",43727711975,Ricky Aschenbrenner,SKU_68,10-02-2023,12.956924,77.701127
193,193,"First Floor, Raja Ikon, Opposite Hotel Radisson Blu, Near Marathahali Bridge, Marathahalli, Bangalore",24526739732,Marie Harris,SKU_129,10-02-2023,12.9493355,77.6998041
194,194,"Shop 217, 2nd main road, Kadubeesanahalli Croma, Back Side road Near Kumbeshwara Temple Marathahalli, Bangalore",72580152196,Patrick Payne,SKU_90,8-02-2023,12.956924,77.701127
195,195,"88, 3rd Floor, KBR Mall, Above More Mega Store, Outer Ring Road, Marathahalli, Bangalore",34889886477,Emma Saulsberry,SKU_113,09-02-2023,12.9577656,77.7011709
196,196,"Near Madurai Idly, SGR Dental College Road, CKB Layout, Chandra Layout, Marathahalli, Bengalore",65188908427,Mary Paongo,SKU_48,8-02-2023,12.9532395,77.70156639999999
197,197,"1st Floor, NTR Royal Plaza, Outer Ring Road, Marathahalli, Bangalore",18924249557,Charles Albrecht,SKU_10,8-02-2023,12.949365,77.6990172
198,198,"20/5, Outer Ring Road, Kadubeesanahalli, Marathahalli, Bangalore",49862610786,Naomi Daniels,SKU_89,09-02-2023,12.9387303,77.6951242
199,199,"Kadubeesanahalli, Marathahalli Outer Ring Road, Opposite JP Morgan, Varthur Hobli, Marathahalli, Bangalore",56516948976,Robert Clarke,SKU_63,8-02-2023,12.9577656,77.7011709
200,200,"Yemalur, Marathahalli, Bangalore",12358732625,Annie Farrior,SKU_139,07-02-2023,12.9446164,77.6836756
201,201,"20\5, Panathur Junction, Outer Ring Road, Kadubeessanahalli, Marathahalli, Bangalore",22660986194,Delores Dupont,SKU_149,10-02-2023,12.9399931,77.6962218
202,202,"Outer Ring Road, Opposite to JP Morgan, Kodbisanhalli, Marathahalli, Bangalore",25907907008,Frank Lester,SKU_103,8-02-2023,12.9435238,77.6975202
203,203,"Shop 7, 8 Opposite, Airtel Express, Panathur Main Road, Marathahalli, Bangalore",61450912280,Tommy Mason,SKU_129,09-02-2023,12.9324386,77.7081077
204,204,"Srinivasa Nilayam, Site 3, Vidya Vikas School Road, Panathur New Extension, Kaverappa Layout, Marathahalli, Bangalore",60841023934,Bobbie Scarborough,SKU_3,8-02-2023,12.956924,77.701127
205,205,"Salarpuria Sattva Aura, Kiosk 6, Foodworks Food Court, Block 11, Marathahalli - Sarjapur Outer Ring Road, Kaverappa Layout, Kadubeesanahalli, Marathahalli, Bangalore",35828962763,Jesse Vaness,SKU_25,11-02-2023,12.9394137,77.6952031
206,206,"23/4, Kariyammana Agrahara Road Kadubisinahalli, Prestige Tech Park Back Gate, Marathahalli, Bangalore",87093968225,Russell Diamond,SKU_69,8-02-2023,12.948889,77.686014
207,207,"Plot 302, Shop 1, 2nd Cross, Kadubesanahalli, Panathur Main Road, Marathahalli, Bangalore",71791751983,Dorothy Davis,SKU_44,8-02-2023,12.9399329,77.6979661
208,208,"6,Opposite Prestige Tech Park, Kadubeesanhalli Bus Stop, Marathahalli, Bangalore",75026092650,Herman Boulds,SKU_100,8-02-2023,12.9395573,77.6898247
209,209,"18, Prakruthi Enclave, Panathur Road, Kadubeesanahalli, Marathahalli, Bangalore",41891691354,Catherine Wilson,SKU_78,07-02-2023,12.9394137,77.6952031
210,210,"Shop 217, 2nd Main Road Kadubeesanahalli Croma Back Side Road Near Kumbeshwara Temple Marathahalli, Bangalore",49695767650,Mary Compton,SKU_53,11-02-2023,12.956924,77.701127
211,211,"77 Town, Building No 3, Divya Shree Building, Yamalur Post, Marathahalli, Bangalore",62165843566,Aaron Davis,SKU_5,8-02-2023,12.9490141,77.68933059999999
212,212,"Near kaka singh dhaba, RMZ eco world backgate",70987447117,Holly Sallee,SKU_104,10-02-2023,12.918756,77.6851939
213,213,"41, Kadubeesanahalli, Marathahalli, Bangalore",17162566322,Tracy Vanhoy,SKU_87,09-02-2023,12.9394137,77.6952031
214,214,"5, KBR Mall Complex, Ground Floor, More Mega Store, Varthur Hobli, Marathahalli, Bangalore",32184021928,Harry Heishman,SKU_138,8-02-2023,12.9560586,77.693026
